"borrower_code","is_defaulted","age_woe","employment_status_woe","annual_income_woe","debt_to_income_ratio_woe","credit_score_bureau_woe","loan_amount_woe","interest_rate_pct_woe"
"BORR_00001",0,0.146117211113974,0.037832601224235,0.185207978194692,0.0180652842540769,-0.841071363806045,-0.0800626615800131,-0.852103784609621
"BORR_00002",0,0.146117211113974,-0.44318444163337,0.337310430883764,0.0180652842540769,-0.841071363806045,0.277145473520378,0.151602895919437
"BORR_00003",0,-0.497699848459965,-0.44318444163337,0.337310430883764,0.0180652842540769,-3.43458207467692,-0.300216674045857,0.151602895919437
"BORR_00004",0,0.146117211113974,0.037832601224235,0.185207978194692,0.0180652842540769,-0.841071363806045,0.233660361580639,0.259859837233353
"BORR_00005",0,-0.0978146070384635,-0.44318444163337,-0.54507874931471,0.0180652842540769,-3.43458207467692,-0.0800626615800131,0.151602895919437
"BORR_00006",0,-0.497699848459965,0.037832601224235,-0.54507874931471,0.18935009021854,-3.43458207467692,-0.300216674045857,-0.852103784609621
"BORR_00007",0,0.146117211113974,0.037832601224235,-0.507939202365253,0.18935009021854,-0.841071363806045,0.288768313348371,-0.23440715863823
"BORR_00008",0,-0.497699848459965,0.037832601224235,-1.38340793971915,0.397035991516326,-0.841071363806045,0.00496758760456228,0.312929674010676
"BORR_00009",0,-0.497699848459965,0.037832601224235,0.00771107355031319,-0.136391544057586,0.656293273311169,0.277145473520378,-0.852103784609621
"BORR_00010",1,-0.0978146070384635,0.037832601224235,0.00771107355031319,-0.136391544057586,1.51020054308605,0.00496758760456228,0.151602895919437
"BORR_00011",0,-0.0978146070384635,0.037832601224235,0.00771107355031319,-0.341800490445478,0.656293273311169,-0.0800626615800131,-0.852103784609621
"BORR_00012",0,0.146117211113974,0.037832601224235,0.00771107355031319,-0.341800490445478,-0.841071363806045,0.277145473520378,-0.23440715863823
"BORR_00013",0,0.146117211113974,0.037832601224235,0.00771107355031319,0.0180652842540769,-0.841071363806045,0.233660361580639,-0.23440715863823
"BORR_00014",0,0.146117211113974,0.037832601224235,-0.507939202365253,-0.136391544057586,-3.43458207467692,-0.0729896135779528,-0.253221305452448
"BORR_00015",0,0.146117211113974,0.0919789645941921,0.00771107355031319,-0.0141663669819817,-3.43458207467692,-0.411547356690187,-0.23440715863823
"BORR_00016",0,0.187914339792435,0.037832601224235,0.337310430883764,0.0180652842540769,-0.841071363806045,-0.0729896135779528,-0.592752218784067
"BORR_00017",0,-0.497699848459965,0.037832601224235,-0.130337798744024,0.18935009021854,1.51020054308605,0.00496758760456228,-0.23440715863823
"BORR_00018",1,0.187914339792435,0.037832601224235,0.638875188120734,0.705083437480601,-0.841071363806045,-0.0729896135779528,0.151602895919437
"BORR_00019",0,0.146117211113974,0.037832601224235,-0.54507874931471,0.0180652842540769,1.51020054308605,-0.0729896135779528,0.151602895919437
"BORR_00020",0,0.146117211113974,0.037832601224235,0.00771107355031319,-0.341800490445478,-3.43458207467692,0.00496758760456228,-0.23440715863823
"BORR_00021",0,0.146117211113974,0.0919789645941921,0.638875188120734,-0.341800490445478,1.51020054308605,-0.0800626615800131,0.151602895919437
"BORR_00022",1,0.146117211113974,0.037832601224235,-0.507939202365253,0.18935009021854,1.51020054308605,0.277145473520378,0.151602895919437
"BORR_00023",0,0.187914339792435,0.037832601224235,0.185207978194692,-0.136391544057586,0.656293273311169,0.288768313348371,0.151602895919437
"BORR_00024",0,-0.497699848459965,0.0919789645941921,0.00771107355031319,0.0180652842540769,-3.43458207467692,-0.0729896135779528,-0.23440715863823
"BORR_00025",1,0.146117211113974,0.037832601224235,-0.130337798744024,-0.0141663669819817,1.51020054308605,-0.0800626615800131,0.435750503697017
"BORR_00026",0,-0.0978146070384635,0.037832601224235,0.185207978194692,0.18935009021854,-3.43458207467692,0.277145473520378,-0.852103784609621
"BORR_00027",0,-0.497699848459965,0.037832601224235,0.00771107355031319,0.0180652842540769,-3.43458207467692,-0.0729896135779528,0.435750503697017
"BORR_00028",0,0.146117211113974,0.037832601224235,-0.507939202365253,-0.341800490445478,-3.43458207467692,-0.411547356690187,0.259859837233353
"BORR_00029",0,0.146117211113974,0.037832601224235,0.00771107355031319,0.0180652842540769,-3.43458207467692,-0.0800626615800131,-0.592752218784067
"BORR_00030",1,0.146117211113974,0.037832601224235,0.185207978194692,0.397035991516326,1.51020054308605,0.00496758760456228,-0.23440715863823
"BORR_00031",0,0.146117211113974,0.0919789645941921,0.185207978194692,0.397035991516326,-0.841071363806045,0.00496758760456228,0.435750503697017
"BORR_00032",0,0.146117211113974,-0.44318444163337,0.185207978194692,-0.341800490445478,-3.43458207467692,-0.0729896135779528,0.312929674010676
"BORR_00033",1,-0.497699848459965,0.0919789645941921,-0.54507874931471,-0.341800490445478,1.51020054308605,0.288768313348371,0.312929674010676
"BORR_00034",0,-0.497699848459965,0.0919789645941921,0.337310430883764,0.397035991516326,-3.43458207467692,0.00496758760456228,-0.253221305452448
"BORR_00035",0,0.146117211113974,0.037832601224235,-1.38340793971915,0.0180652842540769,-3.43458207467692,0.233660361580639,0.312929674010676
"BORR_00036",0,0.146117211113974,0.0919789645941921,0.185207978194692,0.705083437480601,-3.43458207467692,-0.0800626615800131,-0.592752218784067
"BORR_00037",0,0.187914339792435,0.037832601224235,-0.507939202365253,0.705083437480601,1.51020054308605,-0.0729896135779528,0.259859837233353
"BORR_00038",0,0.146117211113974,0.037832601224235,0.337310430883764,0.0180652842540769,-3.43458207467692,0.00496758760456228,-0.852103784609621
"BORR_00039",1,-0.0978146070384635,0.037832601224235,0.638875188120734,0.0180652842540769,1.51020054308605,-0.300216674045857,-0.23440715863823
"BORR_00040",0,-0.497699848459965,0.037832601224235,0.00771107355031319,-0.341800490445478,-0.841071363806045,0.00496758760456228,-0.253221305452448
"BORR_00041",0,-0.0978146070384635,0.037832601224235,0.00771107355031319,0.0180652842540769,1.51020054308605,-0.0729896135779528,-0.852103784609621
"BORR_00042",0,0.146117211113974,0.037832601224235,0.00771107355031319,0.18935009021854,-0.841071363806045,0.277145473520378,0.312929674010676
"BORR_00043",0,-0.497699848459965,0.037832601224235,-0.54507874931471,-0.136391544057586,-3.43458207467692,-0.0800626615800131,0.435750503697017
"BORR_00044",1,0.187914339792435,0.037832601224235,0.00771107355031319,0.0180652842540769,1.51020054308605,-0.0800626615800131,-0.253221305452448
"BORR_00045",0,0.146117211113974,0.037832601224235,0.00771107355031319,0.0180652842540769,-3.43458207467692,0.00496758760456228,-0.23440715863823
"BORR_00046",0,-0.497699848459965,0.0919789645941921,0.638875188120734,0.0180652842540769,-0.841071363806045,0.00496758760456228,-0.23440715863823
"BORR_00047",0,-0.0978146070384635,0.037832601224235,-0.130337798744024,-0.341800490445478,-0.841071363806045,-0.411547356690187,0.435750503697017
"BORR_00048",1,0.146117211113974,0.0919789645941921,-0.130337798744024,0.397035991516326,1.51020054308605,0.00496758760456228,-0.852103784609621
"BORR_00049",0,0.187914339792435,0.037832601224235,0.337310430883764,0.0180652842540769,-3.43458207467692,0.00496758760456228,-0.253221305452448
